"","ShootLong_degdec","ShootLat_degdec","Ship","HaulID"
"872",-9.505,50.58,"CEXP","CSIreOT4/CEXP/2008/142"
"873",-6.518,51.61,"CEXP","CSIreOT4/CEXP/2008/150"
"874",-6.209,51.585,"CEXP","CSIreOT4/CEXP/2008/151"
"875",-6.015,51.4,"CEXP","CSIreOT4/CEXP/2008/152"
"876",-6.675,51.365,"CEXP","CSIreOT4/CEXP/2008/154"
"877",-8.024,51.688,"CEXP","CSIreOT4/CEXP/2008/162"
"878",-7.069,51.832,"CEXP","CSIreOT4/CEXP/2008/164"
"879",-5.789,51.439,"CEXP","CSIreOT4/CEXP/2008/165"
"880",-5.501,51.25,"CEXP","CSIreOT4/CEXP/2008/168"
"881",-9.207,50.977,"CEXP","CSIreOT4/CEXP/2008/169"
"882",-9.949,51.148,"CEXP","CSIreOT4/CEXP/2008/171"
"883",-10.233,51.043,"CEXP","CSIreOT4/CEXP/2008/172"
"884",-10.789,51.451,"CEXP","CSIreOT4/CEXP/2008/173"
"885",-10.337,52.525,"CEXP","CSIreOT4/CEXP/2008/176"
"886",-9.622,52.773,"CEXP","CSIreOT4/CEXP/2008/177"
"887",-7.584,56.335,"CEXP","CSIreOT4/CEXP/2008/38"
"888",-7.604,56.218,"CEXP","CSIreOT4/CEXP/2008/39"
"889",-7.638,56.063,"CEXP","CSIreOT4/CEXP/2008/40"
"890",-7.688,55.854,"CEXP","CSIreOT4/CEXP/2008/41"
"891",-7.942,55.915,"CEXP","CSIreOT4/CEXP/2008/42"
"892",-8.088,55.724,"CEXP","CSIreOT4/CEXP/2008/43"
"893",-9.447,53.195,"CEXP","CSIreOT4/CEXP/2008/51"
"894",-9.667,53.032,"CEXP","CSIreOT4/CEXP/2008/52"
"895",-10.188,53.074,"CEXP","CSIreOT4/CEXP/2008/53"
"896",-9.461,54.483,"CEXP","CSIreOT4/CEXP/2008/55"
"897",-11.046,53.838,"CEXP","CSIreOT4/CEXP/2008/68"
"898",-11.906,53.272,"CEXP","CSIreOT4/CEXP/2008/76"
"899",-10.864,53.422,"CEXP","CSIreOT4/CEXP/2008/78"
"900",-11.232,53.218,"CEXP","CSIreOT4/CEXP/2008/79"
"901",-10.928,53.074,"CEXP","CSIreOT4/CEXP/2008/80"
"902",-11.058,52.89,"CEXP","CSIreOT4/CEXP/2008/82"
"903",-11.766,52.616,"CEXP","CSIreOT4/CEXP/2008/84"
"904",-11.656,52.398,"CEXP","CSIreOT4/CEXP/2008/89"
"905",-10.324,52.021,"CEXP","CSIreOT4/CEXP/2008/93"
"906",-10.766,51.853,"CEXP","CSIreOT4/CEXP/2008/95"
"907",-11.028,51.852,"CEXP","CSIreOT4/CEXP/2008/96"
"908",-10.938,52.014,"CEXP","CSIreOT4/CEXP/2008/97"
"909",-6.92,51.317,"CEXP","CSIreOT4/CEXP/2009/100"
"910",-7.844,50.722,"CEXP","CSIreOT4/CEXP/2009/103"
"911",-10.897,50.846,"CEXP","CSIreOT4/CEXP/2009/111"
"912",-10.55,50.347,"CEXP","CSIreOT4/CEXP/2009/112"
"913",-10.537,50.718,"CEXP","CSIreOT4/CEXP/2009/114"
"914",-10.275,50.775,"CEXP","CSIreOT4/CEXP/2009/115"
"915",-9.682,50.501,"CEXP","CSIreOT4/CEXP/2009/117"
"916",-9.267,50.751,"CEXP","CSIreOT4/CEXP/2009/119"
"917",-8.733,51.262,"CEXP","CSIreOT4/CEXP/2009/123"
"918",-8.252,51.61,"CEXP","CSIreOT4/CEXP/2009/125"
"919",-7.998,51.706,"CEXP","CSIreOT4/CEXP/2009/126"
"920",-7.403,51.637,"CEXP","CSIreOT4/CEXP/2009/127"
"921",-7.457,51.345,"CEXP","CSIreOT4/CEXP/2009/129"
"922",-7.756,51.356,"CEXP","CSIreOT4/CEXP/2009/130"
"923",-8.056,51.249,"CEXP","CSIreOT4/CEXP/2009/131"
"924",-9.31,51.117,"CEXP","CSIreOT4/CEXP/2009/134"
"925",-9.597,51.114,"CEXP","CSIreOT4/CEXP/2009/135"
"926",-9.938,51.164,"CEXP","CSIreOT4/CEXP/2009/136"
"927",-10.535,51.132,"CEXP","CSIreOT4/CEXP/2009/142"
"928",-10.249,51.376,"CEXP","CSIreOT4/CEXP/2009/143"
"929",-10.802,51.463,"CEXP","CSIreOT4/CEXP/2009/144"
"930",-11.102,51.6,"CEXP","CSIreOT4/CEXP/2009/145"
"931",-10.986,51.898,"CEXP","CSIreOT4/CEXP/2009/146"
"932",-11.162,52.046,"CEXP","CSIreOT4/CEXP/2009/147"
"933",-11.342,52.173,"CEXP","CSIreOT4/CEXP/2009/148"
"934",-10.32,52.548,"CEXP","CSIreOT4/CEXP/2009/149"
"935",-10.558,52.681,"CEXP","CSIreOT4/CEXP/2009/150"
"936",-10.429,52.903,"CEXP","CSIreOT4/CEXP/2009/151"
"937",-10.196,53.1,"CEXP","CSIreOT4/CEXP/2009/152"
"938",-9.927,53.118,"CEXP","CSIreOT4/CEXP/2009/153"
"939",-10.88,53.318,"CEXP","CSIreOT4/CEXP/2009/154"
"940",-11.277,53.192,"CEXP","CSIreOT4/CEXP/2009/156"
"941",-11.36,53.697,"CEXP","CSIreOT4/CEXP/2009/157"
"942",-11.557,53.574,"CEXP","CSIreOT4/CEXP/2009/158"
"943",-11.905,53.273,"CEXP","CSIreOT4/CEXP/2009/165"
"944",-11.95,53.105,"CEXP","CSIreOT4/CEXP/2009/166"
"945",-11.521,52.732,"CEXP","CSIreOT4/CEXP/2009/172"
"946",-11.046,52.866,"CEXP","CSIreOT4/CEXP/2009/174"
"947",-10.912,53.045,"CEXP","CSIreOT4/CEXP/2009/175"
"948",-10.727,53.159,"CEXP","CSIreOT4/CEXP/2009/176"
"949",-6.778,56.199,"CEXP","CSIreOT4/CEXP/2009/28"
"950",-7.054,56.052,"CEXP","CSIreOT4/CEXP/2009/29"
"951",-7.652,56.057,"CEXP","CSIreOT4/CEXP/2009/33"
"952",-8.03,56.041,"CEXP","CSIreOT4/CEXP/2009/34"
"953",-8.41,56.023,"CEXP","CSIreOT4/CEXP/2009/35"
"954",-7.662,55.876,"CEXP","CSIreOT4/CEXP/2009/38"
"955",-7.198,55.695,"CEXP","CSIreOT4/CEXP/2009/39"
"956",-7.909,55.205,"CEXP","CSIreOT4/CEXP/2009/47"
"957",-9.452,53.195,"CEXP","CSIreOT4/CEXP/2009/58"
"958",-9.627,54.34,"CEXP","CSIreOT4/CEXP/2009/59"
"959",-10.315,54.302,"CEXP","CSIreOT4/CEXP/2009/61"
"960",-9.67,54.479,"CEXP","CSIreOT4/CEXP/2009/66"
"961",-10.348,53.713,"CEXP","CSIreOT4/CEXP/2009/68"
"962",-11.019,53.81,"CEXP","CSIreOT4/CEXP/2009/71"
"963",-10.456,51.683,"CEXP","CSIreOT4/CEXP/2009/77"
"964",-10.048,51.507,"CEXP","CSIreOT4/CEXP/2009/78"
"965",-9.626,51.46,"CEXP","CSIreOT4/CEXP/2009/79"
"966",-9.415,51.413,"CEXP","CSIreOT4/CEXP/2009/80"
"967",-7.483,52.057,"CEXP","CSIreOT4/CEXP/2009/81"
"968",-7.393,51.926,"CEXP","CSIreOT4/CEXP/2009/82"
"969",-6.756,52.005,"CEXP","CSIreOT4/CEXP/2009/84"
"970",-6.683,51.796,"CEXP","CSIreOT4/CEXP/2009/85"
"971",-6.503,51.833,"CEXP","CSIreOT4/CEXP/2009/86"
"972",-5.532,51.48,"CEXP","CSIreOT4/CEXP/2009/91"
"973",-5.522,51.271,"CEXP","CSIreOT4/CEXP/2009/92"
"974",-5.8,51.086,"CEXP","CSIreOT4/CEXP/2009/93"
"975",-6.499,51.58,"CEXP","CSIreOT4/CEXP/2009/96"
"976",-6.361,51.41,"CEXP","CSIreOT4/CEXP/2009/97"
"977",-7.046,51.772,"CEXP","CSIreOT4/CEXP/2010/101"
"978",-6.715,51.774,"CEXP","CSIreOT4/CEXP/2010/102"
"979",-6.479,51.81,"CEXP","CSIreOT4/CEXP/2010/103"
"980",-6.739,51.975,"CEXP","CSIreOT4/CEXP/2010/104"
"981",-6.258,52.006,"CEXP","CSIreOT4/CEXP/2010/105"
"982",-6.079,51.833,"CEXP","CSIreOT4/CEXP/2010/106"
"983",-6.192,51.613,"CEXP","CSIreOT4/CEXP/2010/108"
"984",-6.498,51.578,"CEXP","CSIreOT4/CEXP/2010/109"
"985",-6.015,51.398,"CEXP","CSIreOT4/CEXP/2010/110"
"986",-6.602,51.216,"CEXP","CSIreOT4/CEXP/2010/112"
"987",-7.187,51.298,"CEXP","CSIreOT4/CEXP/2010/114"
"988",-7.464,51.59,"CEXP","CSIreOT4/CEXP/2010/115"
"989",-7.753,51.361,"CEXP","CSIreOT4/CEXP/2010/116"
"990",-8.061,51.247,"CEXP","CSIreOT4/CEXP/2010/117"
"991",-8.217,51.108,"CEXP","CSIreOT4/CEXP/2010/118"
"992",-8.108,51.348,"CEXP","CSIreOT4/CEXP/2010/120"
"993",-8.289,51.422,"CEXP","CSIreOT4/CEXP/2010/121"
"994",-8.505,51.46,"CEXP","CSIreOT4/CEXP/2010/122"
"995",-8.687,51.261,"CEXP","CSIreOT4/CEXP/2010/123"
"996",-9.693,51.446,"CEXP","CSIreOT4/CEXP/2010/125"
"997",-10.034,51.513,"CEXP","CSIreOT4/CEXP/2010/126"
"998",-10.254,51.372,"CEXP","CSIreOT4/CEXP/2010/127"
"999",-10.796,51.458,"CEXP","CSIreOT4/CEXP/2010/128"
"1000",-9.628,52.763,"CEXP","CSIreOT4/CEXP/2010/130"
"1001",-10.701,53.174,"CEXP","CSIreOT4/CEXP/2010/131"
"1002",-10.945,53.079,"CEXP","CSIreOT4/CEXP/2010/132"
"1003",-11.237,53.003,"CEXP","CSIreOT4/CEXP/2010/133"
"1004",-11.212,53.219,"CEXP","CSIreOT4/CEXP/2010/135"
"1005",-11.054,53.827,"CEXP","CSIreOT4/CEXP/2010/138"
"1006",-10.865,53.738,"CEXP","CSIreOT4/CEXP/2010/139"
"1007",-11.748,52.597,"CEXP","CSIreOT4/CEXP/2010/141"
"1008",-8.898,50.848,"CEXP","CSIreOT4/CEXP/2010/151"
"1009",-8.649,51.075,"CEXP","CSIreOT4/CEXP/2010/152"
"1010",-8.785,51.099,"CEXP","CSIreOT4/CEXP/2010/155"
"1011",-9.328,51.116,"CEXP","CSIreOT4/CEXP/2010/156"
"1012",-9.301,50.921,"CEXP","CSIreOT4/CEXP/2010/157"
"1013",-9.561,50.835,"CEXP","CSIreOT4/CEXP/2010/158"
"1014",-9.593,51.128,"CEXP","CSIreOT4/CEXP/2010/159"
"1015",-10.528,51.121,"CEXP","CSIreOT4/CEXP/2010/160"
"1016",-10.233,51.014,"CEXP","CSIreOT4/CEXP/2010/161"
"1017",-9.968,51.146,"CEXP","CSIreOT4/CEXP/2010/162"
"1018",-9.828,51.329,"CEXP","CSIreOT4/CEXP/2010/163"
"1019",-10.204,51.69,"CEXP","CSIreOT4/CEXP/2010/165"
"1020",-10.462,51.68,"CEXP","CSIreOT4/CEXP/2010/166"
"1021",-11.109,51.606,"CEXP","CSIreOT4/CEXP/2010/167"
"1022",-10.939,52.012,"CEXP","CSIreOT4/CEXP/2010/169"
"1023",-11.35,52.184,"CEXP","CSIreOT4/CEXP/2010/170"
"1024",-11.631,52.371,"CEXP","CSIreOT4/CEXP/2010/173"
"1025",-10.366,54.29,"CEXP","CSIreOT4/CEXP/2010/185"
"1026",-9.906,54.303,"CEXP","CSIreOT4/CEXP/2010/186"
"1027",-9.404,54.464,"CEXP","CSIreOT4/CEXP/2010/188"
"1028",-10.587,53.9,"CEXP","CSIreOT4/CEXP/2010/190"
"1029",-10.741,53.785,"CEXP","CSIreOT4/CEXP/2010/191"
"1030",-10.2,53.111,"CEXP","CSIreOT4/CEXP/2010/193"
"1031",-9.934,53.122,"CEXP","CSIreOT4/CEXP/2010/194"
"1032",-9.936,52.963,"CEXP","CSIreOT4/CEXP/2010/195"
"1033",-9.452,53.195,"CEXP","CSIreOT4/CEXP/2010/197"
"1034",-7.582,55.257,"CEXP","CSIreOT4/CEXP/2010/40"
"1035",-8.575,55.419,"CEXP","CSIreOT4/CEXP/2010/42"
"1036",-8.623,55.664,"CEXP","CSIreOT4/CEXP/2010/43"
"1037",-8.388,55.816,"CEXP","CSIreOT4/CEXP/2010/44"
"1038",-8.711,55.273,"CEXP","CSIreOT4/CEXP/2010/46"
"1039",-9.012,55.114,"CEXP","CSIreOT4/CEXP/2010/47"
"1040",-8.517,54.52,"CEXP","CSIreOT4/CEXP/2010/51"
"1041",-8.775,54.872,"CEXP","CSIreOT4/CEXP/2010/53"
"1042",-9.424,53.194,"CEXP","CSIreOT4/CEXP/2010/54"
"1043",-9.715,53.051,"CEXP","CSIreOT4/CEXP/2010/55"
"1044",-11.061,52.896,"CEXP","CSIreOT4/CEXP/2010/56"
"1045",-10.876,52.774,"CEXP","CSIreOT4/CEXP/2010/57"
"1046",-10.592,52.679,"CEXP","CSIreOT4/CEXP/2010/58"
"1047",-10.316,52.549,"CEXP","CSIreOT4/CEXP/2010/59"
"1048",-10.074,52.585,"CEXP","CSIreOT4/CEXP/2010/60"
"1049",-10.326,52.02,"CEXP","CSIreOT4/CEXP/2010/61"
"1050",-10.549,51.927,"CEXP","CSIreOT4/CEXP/2010/62"
"1051",-10.717,51.887,"CEXP","CSIreOT4/CEXP/2010/63"
"1052",-10.834,51.659,"CEXP","CSIreOT4/CEXP/2010/64"
"1053",-10.616,51.431,"CEXP","CSIreOT4/CEXP/2010/65"
"1054",-10.384,51.326,"CEXP","CSIreOT4/CEXP/2010/66"
"1055",-10.893,50.846,"CEXP","CSIreOT4/CEXP/2010/68"
"1056",-10.643,50.577,"CEXP","CSIreOT4/CEXP/2010/70"
"1057",-10.574,50.369,"CEXP","CSIreOT4/CEXP/2010/71"
"1058",-10.275,50.785,"CEXP","CSIreOT4/CEXP/2010/72"
"1059",-10.085,50.516,"CEXP","CSIreOT4/CEXP/2010/73"
"1060",-9.758,50.347,"CEXP","CSIreOT4/CEXP/2010/74"
"1061",-9.497,50.584,"CEXP","CSIreOT4/CEXP/2010/75"
"1062",-9.145,50.518,"CEXP","CSIreOT4/CEXP/2010/77"
"1063",-8.497,50.704,"CEXP","CSIreOT4/CEXP/2010/80"
"1064",-7.783,50.885,"CEXP","CSIreOT4/CEXP/2010/86"
"1065",-7.441,51.16,"CEXP","CSIreOT4/CEXP/2010/87"
"1066",-7.425,51.329,"CEXP","CSIreOT4/CEXP/2010/88"
"1067",-5.785,51.058,"CEXP","CSIreOT4/CEXP/2010/90"
"1068",-5.495,51.245,"CEXP","CSIreOT4/CEXP/2010/91"
"1069",-5.785,51.494,"CEXP","CSIreOT4/CEXP/2010/93"
"1070",-7.364,52.033,"CEXP","CSIreOT4/CEXP/2010/94"
"1071",-7.404,51.916,"CEXP","CSIreOT4/CEXP/2010/95"
"1072",-7.809,51.629,"CEXP","CSIreOT4/CEXP/2010/96"
"1073",-7.989,51.71,"CEXP","CSIreOT4/CEXP/2010/97"
"1074",-8.255,51.637,"CEXP","CSIreOT4/CEXP/2010/98"
"1075",-8.105,51.501,"CEXP","CSIreOT4/CEXP/2010/99"
"1076",-10.537,50.718,"CEXP","CSIreOT4/CEXP/2011/105"
"1077",-10.466,50.863,"CEXP","CSIreOT4/CEXP/2011/106"
"1078",-10.232,51.006,"CEXP","CSIreOT4/CEXP/2011/107"
"1079",-9.941,50.746,"CEXP","CSIreOT4/CEXP/2011/108"
"1080",-9.646,50.91,"CEXP","CSIreOT4/CEXP/2011/109"
"1081",-9.733,51.078,"CEXP","CSIreOT4/CEXP/2011/110"
"1082",-9.974,51.142,"CEXP","CSIreOT4/CEXP/2011/111"
"1083",-7.779,50.89,"CEXP","CSIreOT4/CEXP/2011/113"
"1084",-7.569,51.033,"CEXP","CSIreOT4/CEXP/2011/114"
"1085",-7.671,51.244,"CEXP","CSIreOT4/CEXP/2011/115"
"1086",-7.42,51.326,"CEXP","CSIreOT4/CEXP/2011/116"
"1087",-8.121,51.021,"CEXP","CSIreOT4/CEXP/2011/118"
"1088",-8.265,51.092,"CEXP","CSIreOT4/CEXP/2011/119"
"1089",-8.106,51.219,"CEXP","CSIreOT4/CEXP/2011/120"
"1090",-7.856,51.362,"CEXP","CSIreOT4/CEXP/2011/121"
"1091",-8.139,51.484,"CEXP","CSIreOT4/CEXP/2011/122"
"1092",-8.858,51.1,"CEXP","CSIreOT4/CEXP/2011/123"
"1093",-8.573,51.186,"CEXP","CSIreOT4/CEXP/2011/124"
"1094",-8.696,51.261,"CEXP","CSIreOT4/CEXP/2011/125"
"1095",-8.559,51.443,"CEXP","CSIreOT4/CEXP/2011/126"
"1096",-8.351,51.439,"CEXP","CSIreOT4/CEXP/2011/127"
"1097",-8.87,51.517,"CEXP","CSIreOT4/CEXP/2011/128"
"1098",-8.796,51.386,"CEXP","CSIreOT4/CEXP/2011/129"
"1099",-9.222,51.29,"CEXP","CSIreOT4/CEXP/2011/130"
"1100",-9.353,51.426,"CEXP","CSIreOT4/CEXP/2011/131"
"1101",-9.646,51.456,"CEXP","CSIreOT4/CEXP/2011/132"
"1102",-10.724,51.257,"CEXP","CSIreOT4/CEXP/2011/133"
"1103",-10.525,51.117,"CEXP","CSIreOT4/CEXP/2011/134"
"1104",-10.346,51.31,"CEXP","CSIreOT4/CEXP/2011/135"
"1105",-10.562,51.422,"CEXP","CSIreOT4/CEXP/2011/136"
"1106",-10.043,51.509,"CEXP","CSIreOT4/CEXP/2011/138"
"1107",-10.206,51.689,"CEXP","CSIreOT4/CEXP/2011/139"
"1108",-11.105,51.603,"CEXP","CSIreOT4/CEXP/2011/140"
"1109",-10.814,51.639,"CEXP","CSIreOT4/CEXP/2011/141"
"1110",-10.763,51.824,"CEXP","CSIreOT4/CEXP/2011/142"
"1111",-10.555,51.925,"CEXP","CSIreOT4/CEXP/2011/143"
"1112",-10.37,51.999,"CEXP","CSIreOT4/CEXP/2011/144"
"1113",-9.766,52.553,"CEXP","CSIreOT4/CEXP/2011/145"
"1114",-10.077,52.585,"CEXP","CSIreOT4/CEXP/2011/149"
"1115",-10.333,52.53,"CEXP","CSIreOT4/CEXP/2011/150"
"1116",-10.558,52.681,"CEXP","CSIreOT4/CEXP/2011/151"
"1117",-10.909,52.753,"CEXP","CSIreOT4/CEXP/2011/152"
"1118",-11.042,52.858,"CEXP","CSIreOT4/CEXP/2011/153"
"1119",-11.237,53.003,"CEXP","CSIreOT4/CEXP/2011/154"
"1120",-10.933,53.076,"CEXP","CSIreOT4/CEXP/2011/155"
"1121",-11.268,53.202,"CEXP","CSIreOT4/CEXP/2011/156"
"1122",-10.986,53.261,"CEXP","CSIreOT4/CEXP/2011/157"
"1123",-10.885,53.396,"CEXP","CSIreOT4/CEXP/2011/158"
"1124",-10.244,53.296,"CEXP","CSIreOT4/CEXP/2011/159"
"1125",-10.182,53.056,"CEXP","CSIreOT4/CEXP/2011/160"
"1126",-9.888,53.1,"CEXP","CSIreOT4/CEXP/2011/161"
"1127",-9.397,53.192,"CEXP","CSIreOT4/CEXP/2011/163"
"1128",-9.328,53.139,"CEXP","CSIreOT4/CEXP/2011/167"
"1129",-9.667,53.032,"CEXP","CSIreOT4/CEXP/2011/170"
"1130",-9.878,52.908,"CEXP","CSIreOT4/CEXP/2011/171"
"1131",-9.626,52.77,"CEXP","CSIreOT4/CEXP/2011/172"
"1132",-9.717,52.925,"CEXP","CSIreOT4/CEXP/2011/173"
"1133",-9.512,52.952,"CEXP","CSIreOT4/CEXP/2011/174"
"1134",-7.099,55.542,"CEXP","CSIreOT4/CEXP/2011/47"
"1135",-6.889,55.368,"CEXP","CSIreOT4/CEXP/2011/49"
"1136",-6.756,52.005,"CEXP","CSIreOT4/CEXP/2011/53"
"1137",-6.507,51.836,"CEXP","CSIreOT4/CEXP/2011/54"
"1138",-5.523,51.272,"CEXP","CSIreOT4/CEXP/2011/58"
"1139",-5.803,51.09,"CEXP","CSIreOT4/CEXP/2011/59"
"1140",-5.955,51.213,"CEXP","CSIreOT4/CEXP/2011/60"
"1141",-5.774,51.408,"CEXP","CSIreOT4/CEXP/2011/61"
"1142",-7.397,51.924,"CEXP","CSIreOT4/CEXP/2011/62"
"1143",-7.484,52.055,"CEXP","CSIreOT4/CEXP/2011/63"
"1144",-8.004,51.701,"CEXP","CSIreOT4/CEXP/2011/65"
"1145",-8.255,51.64,"CEXP","CSIreOT4/CEXP/2011/66"
"1146",-7.405,52.052,"CEXP","CSIreOT4/CEXP/2011/67"
"1147",-6.744,51.81,"CEXP","CSIreOT4/CEXP/2011/69"
"1148",-6.497,51.579,"CEXP","CSIreOT4/CEXP/2011/76"
"1149",-6.668,51.366,"CEXP","CSIreOT4/CEXP/2011/77"
"1150",-7.844,50.723,"CEXP","CSIreOT4/CEXP/2011/81"
"1151",-8.462,50.729,"CEXP","CSIreOT4/CEXP/2011/84"
"1152",-8.597,50.586,"CEXP","CSIreOT4/CEXP/2011/85"
"1153",-8.88,50.604,"CEXP","CSIreOT4/CEXP/2011/86"
"1154",-9.086,50.521,"CEXP","CSIreOT4/CEXP/2011/87"
"1155",-9.23,50.755,"CEXP","CSIreOT4/CEXP/2011/88"
"1156",-9.3,50.894,"CEXP","CSIreOT4/CEXP/2011/89"
"1157",-9.405,50.335,"CEXP","CSIreOT4/CEXP/2011/90"
"1158",-9.451,50.609,"CEXP","CSIreOT4/CEXP/2011/91"
"1159",-9.644,50.521,"CEXP","CSIreOT4/CEXP/2011/92"
"1160",-9.689,50.365,"CEXP","CSIreOT4/CEXP/2011/93"
"1161",-9.712,50.137,"CEXP","CSIreOT4/CEXP/2011/94"
"1162",-10.036,50.504,"CEXP","CSIreOT4/CEXP/2011/95"
"1163",-10.368,50.544,"CEXP","CSIreOT4/CEXP/2011/96"
"1164",-10.548,50.345,"CEXP","CSIreOT4/CEXP/2011/97"
"1165",-9.353,50.479,"CEXP","CSIreOT4/CEXP/2012/102"
"1166",-8.493,50.884,"CEXP","CSIreOT4/CEXP/2012/103"
"1167",-8.275,51.09,"CEXP","CSIreOT4/CEXP/2012/104"
"1168",-8.119,51.021,"CEXP","CSIreOT4/CEXP/2012/105"
"1169",-7.787,50.884,"CEXP","CSIreOT4/CEXP/2012/106"
"1170",-6.494,51.572,"CEXP","CSIreOT4/CEXP/2012/109"
"1171",-7.04,51.596,"CEXP","CSIreOT4/CEXP/2012/110"
"1172",-6.758,52.007,"CEXP","CSIreOT4/CEXP/2012/111"
"1173",-6.501,51.831,"CEXP","CSIreOT4/CEXP/2012/112"
"1174",-8.561,51.442,"CEXP","CSIreOT4/CEXP/2012/115"
"1175",-8.327,51.432,"CEXP","CSIreOT4/CEXP/2012/116"
"1176",-8.141,51.484,"CEXP","CSIreOT4/CEXP/2012/117"
"1177",-8.254,51.613,"CEXP","CSIreOT4/CEXP/2012/118"
"1178",-7.482,52.057,"CEXP","CSIreOT4/CEXP/2012/120"
"1179",-7.396,51.924,"CEXP","CSIreOT4/CEXP/2012/121"
"1180",-7.515,51.585,"CEXP","CSIreOT4/CEXP/2012/122"
"1181",-7.087,51.801,"CEXP","CSIreOT4/CEXP/2012/123"
"1182",-8.542,51.201,"CEXP","CSIreOT4/CEXP/2012/127"
"1183",-8.765,51.1,"CEXP","CSIreOT4/CEXP/2012/128"
"1184",-9.209,50.977,"CEXP","CSIreOT4/CEXP/2012/129"
"1185",-9.504,50.837,"CEXP","CSIreOT4/CEXP/2012/131"
"1186",-9.765,50.832,"CEXP","CSIreOT4/CEXP/2012/132"
"1187",-9.344,51.424,"CEXP","CSIreOT4/CEXP/2012/133"
"1188",-9.641,51.458,"CEXP","CSIreOT4/CEXP/2012/134"
"1189",-9.931,51.168,"CEXP","CSIreOT4/CEXP/2012/135"
"1190",-10.235,51.054,"CEXP","CSIreOT4/CEXP/2012/136"
"1191",-10.275,50.78,"CEXP","CSIreOT4/CEXP/2012/137"
"1192",-10.086,50.517,"CEXP","CSIreOT4/CEXP/2012/138"
"1193",-9.827,50.379,"CEXP","CSIreOT4/CEXP/2012/139"
"1194",-9.631,50.133,"CEXP","CSIreOT4/CEXP/2012/140"
"1195",-10.656,50.576,"CEXP","CSIreOT4/CEXP/2012/145"
"1196",-10.705,50.716,"CEXP","CSIreOT4/CEXP/2012/146"
"1197",-10.799,51.46,"CEXP","CSIreOT4/CEXP/2012/150"
"1198",-10.806,51.633,"CEXP","CSIreOT4/CEXP/2012/151"
"1199",-11.158,52.045,"CEXP","CSIreOT4/CEXP/2012/152"
"1200",-11.337,52.163,"CEXP","CSIreOT4/CEXP/2012/153"
"1201",-11.625,52.366,"CEXP","CSIreOT4/CEXP/2012/154"
"1202",-11.95,53.067,"CEXP","CSIreOT4/CEXP/2012/157"
"1203",-11.925,53.249,"CEXP","CSIreOT4/CEXP/2012/158"
"1204",-11.832,52.834,"CEXP","CSIreOT4/CEXP/2012/162"
"1205",-10.879,52.777,"CEXP","CSIreOT4/CEXP/2012/165"
"1206",-9.483,52.982,"CEXP","CSIreOT4/CEXP/2012/166"
"1207",-9.719,52.923,"CEXP","CSIreOT4/CEXP/2012/167"
"1208",-9.892,53.102,"CEXP","CSIreOT4/CEXP/2012/168"
"1209",-10.199,53.105,"CEXP","CSIreOT4/CEXP/2012/169"
"1210",-10.395,52.92,"CEXP","CSIreOT4/CEXP/2012/170"
"1211",-10.698,53.177,"CEXP","CSIreOT4/CEXP/2012/171"
"1212",-10.883,53.397,"CEXP","CSIreOT4/CEXP/2012/173"
"1213",-9.373,53.108,"CEXP","CSIreOT4/CEXP/2012/185"
"1214",-9.668,53.032,"CEXP","CSIreOT4/CEXP/2012/186"
"1215",-8.181,56.017,"CEXP","CSIreOT4/CEXP/2012/39"
"1216",-8.601,55.45,"CEXP","CSIreOT4/CEXP/2012/42"
"1217",-9.416,53.192,"CEXP","CSIreOT4/CEXP/2012/49"
"1218",-9.612,52.796,"CEXP","CSIreOT4/CEXP/2012/60"
"1219",-10.071,52.586,"CEXP","CSIreOT4/CEXP/2012/61"
"1220",-10.318,52.549,"CEXP","CSIreOT4/CEXP/2012/62"
"1221",-11.113,51.611,"CEXP","CSIreOT4/CEXP/2012/67"
"1222",-10.724,51.256,"CEXP","CSIreOT4/CEXP/2012/68"
"1223",-10.535,51.133,"CEXP","CSIreOT4/CEXP/2012/69"
"1224",-10.349,51.312,"CEXP","CSIreOT4/CEXP/2012/70"
"1225",-10.078,51.492,"CEXP","CSIreOT4/CEXP/2012/71"
"1226",-9.793,51.257,"CEXP","CSIreOT4/CEXP/2012/73"
"1227",-9.644,51.105,"CEXP","CSIreOT4/CEXP/2012/74"
"1228",-9.354,51.117,"CEXP","CSIreOT4/CEXP/2012/75"
"1229",-9.236,51.264,"CEXP","CSIreOT4/CEXP/2012/76"
"1230",-8.105,51.348,"CEXP","CSIreOT4/CEXP/2012/77"
"1231",-7.854,51.363,"CEXP","CSIreOT4/CEXP/2012/78"
"1232",-6.664,51.366,"CEXP","CSIreOT4/CEXP/2012/82"
"1233",-6.595,51.22,"CEXP","CSIreOT4/CEXP/2012/83"
"1234",-6.486,51.154,"CEXP","CSIreOT4/CEXP/2012/84"
"1235",-6.339,51.215,"CEXP","CSIreOT4/CEXP/2012/85"
"1236",-6.132,51.184,"CEXP","CSIreOT4/CEXP/2012/86"
"1237",-5.494,51.464,"CEXP","CSIreOT4/CEXP/2012/88"
"1238",-5.812,51.333,"CEXP","CSIreOT4/CEXP/2012/90"
"1239",-5.803,51.087,"CEXP","CSIreOT4/CEXP/2012/91"
"1240",-7.606,50.617,"CEXP","CSIreOT4/CEXP/2012/93"
"1241",-8.242,50.624,"CEXP","CSIreOT4/CEXP/2012/96"
